run_accession,secondary_study_accession,sample_accession,secondary_sample_accession,experiment_accession,study_accession,submission_accession,tax_id,scientific_name,instrument_platform,instrument_model,library_name,nominal_length,library_layout,library_strategy,library_source,library_selection,read_count,base_count,center_name,first_public,last_updated,experiment_title,study_title,study_alias,experiment_alias,run_alias,fastq_bytes,fastq_md5,fastq_ftp,fastq_aspera,fastq_galaxy,submitted_bytes,submitted_md5,submitted_ftp,submitted_aspera,submitted_galaxy,submitted_format,sra_bytes,sra_md5,sra_ftp,sra_aspera,sra_galaxy,sample_alias,broker_name,sample_title,nominal_sdev,first_created,IDENTIFIERS__PRIMARY_ID,IDENTIFIERS__SECONDARY_ID,IDENTIFIERS__EXTERNAL_ID__namespace,IDENTIFIERS__EXTERNAL_ID__text,IDENTIFIERS__SUBMITTER_ID__namespace,IDENTIFIERS__SUBMITTER_ID__text,SAMPLE_NAME__TAXON_ID,SAMPLE_NAME__SCIENTIFIC_NAME,SAMPLE_NAME__COMMON_NAME,TITLE,DESCRIPTION,strain,INSDC_secondary_accession,NCBI_submission_package,organism,sex,tissue,dev_stage,sample_type,BioSampleModel,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,age
SRR3997982,SRP080894,SAMN05450001,SRS1600106,SRX1998717,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M41,,PAIRED,AMPLICON,GENOMIC,PCR,28255,16761761,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M41,2F9S7_S165_L001_R1_001.fastq.gz,3463840;5460662,de75757cb86901c54727616fc3493a92;29f02d5fc0906899765aa97768b10f2b,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997982/SRR3997982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997982/SRR3997982_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3997982/SRR3997982_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/002/SRR3997982/SRR3997982_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997982/SRR3997982_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/002/SRR3997982/SRR3997982_2.fastq.gz,,,,,,,10704464,1e3c6c5477e5ecffe8526afc93595e4b,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997982,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/002/SRR3997982,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/002/SRR3997982,M41,,2F9S7,,2017-12-01,SAMN05450001,SRS1600106,BioSample,SAMN05450001,SAHMRI,M41,10090,Mus musculus,house mouse,2F9S7,G3,C57BL/6J,SRS1600106,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse7,Model organism or animal,2017-09-28,2017-09-28,
SRR3997984,SRP080894,SAMN05450003,SRS1600108,SRX1998719,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M43,,PAIRED,AMPLICON,GENOMIC,PCR,21621,12872225,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M43,2F11S7_S167_L001_R1_001.fastq.gz,2642332;4100916,5d1c6cf9e1f7da5604a2eb1aa2d4e556;9eb7ba3dcbf00332d5dba1fdf71c636c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997984/SRR3997984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997984/SRR3997984_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3997984/SRR3997984_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3997984/SRR3997984_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997984/SRR3997984_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997984/SRR3997984_2.fastq.gz,,,,,,,8163493,168d2c049a7b3ad1af387a393b8c23d9,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997984,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/004/SRR3997984,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997984,M43,,2F11S7,,2017-12-01,SAMN05450003,SRS1600108,BioSample,SAMN05450003,SAHMRI,M43,10090,Mus musculus,house mouse,2F11S7,G3,C57BL/6J,SRS1600108,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse9,Model organism or animal,2017-09-28,2017-09-28,
SRR3998003,SRP080894,SAMN05450009,SRS1600127,SRX1998738,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M49,,PAIRED,AMPLICON,GENOMIC,PCR,14899,8824974,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M49,2G5S7_S173_L001_R1_001.fastq.gz,1696399;2772100,5f13578c880bc1bc9a8680815cf9fa45;a97a578e4b7afdd083448aed21838f5a,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998003/SRR3998003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998003/SRR3998003_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3998003/SRR3998003_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3998003/SRR3998003_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998003/SRR3998003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998003/SRR3998003_2.fastq.gz,,,,,,,5523627,c69a4aeed2fd409fc7ca1f262ed42f8f,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3998003,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3998003,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3998003,M49,,2G5S7,,2017-12-01,SAMN05450009,SRS1600127,BioSample,SAMN05450009,SAHMRI,M49,10090,Mus musculus,house mouse,2G5S7,G3,C57BL/6J,SRS1600127,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G3-mouse15,Model organism or animal,2017-09-28,2017-09-28,
SRR3997887,SRP080894,SAMN05449961,SRS1600035,SRX1998646,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M1,,PAIRED,AMPLICON,GENOMIC,PCR,15050,8944234,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M1,1A1S7_S1_L001_R1_001.fastq.gz,1759780;2857405,841bd08663f6701dd180d5330580f33f;9f3d45dcd4a4ac4d93c331af2c5b254c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997887/SRR3997887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997887/SRR3997887_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3997887/SRR3997887_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/007/SRR3997887/SRR3997887_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997887/SRR3997887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/007/SRR3997887/SRR3997887_2.fastq.gz,,,,,,,5656353,b7769e8ab4bfa61d3e138366bba0925b,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997887,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/007/SRR3997887,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/007/SRR3997887,M1,,1A1S7,,2017-12-01,SAMN05449961,SRS1600035,BioSample,SAMN05449961,SAHMRI,M1,10090,Mus musculus,house mouse,1A1S7,G1,C57BL/6J,SRS1600035,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G1-mouse1,Model organism or animal,2017-09-28,2017-09-28,
SRR3998005,SRP080894,SAMN05449966,SRS1600129,SRX1998740,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M6,,PAIRED,AMPLICON,GENOMIC,PCR,11929,7087474,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M6,1A7S7_S7_L001_R2_001.fastq.gz,1390255;2260335,d359c7232c37227bed7449fb332dffd3;40c13a35d3ac0026978910bb80699b71,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998005/SRR3998005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998005/SRR3998005_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998005/SRR3998005_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/005/SRR3998005/SRR3998005_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998005/SRR3998005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/005/SRR3998005/SRR3998005_2.fastq.gz,,,,,,,4497929,eede89393c8d085768610df4a147986f,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998005,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/005/SRR3998005,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/005/SRR3998005,M6,,1A7S7,,2017-12-01,SAMN05449966,SRS1600129,BioSample,SAMN05449966,SAHMRI,M6,10090,Mus musculus,house mouse,1A7S7,G1,C57BL/6J,SRS1600129,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G1-mouse6,Model organism or animal,2017-09-28,2017-09-28,
SRR3998008,SRP080894,SAMN05450013,SRS1600132,SRX1998743,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M53,,PAIRED,AMPLICON,GENOMIC,PCR,16671,9883490,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M53,2G9S7_S177_L001_R2_001.fastq.gz,1903889;3201457,a16e42a856cd6d64cdbfffa5ac924b6d;b364aababa91252965d1c0025b76f306,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3998008/SRR3998008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3998008/SRR3998008_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/008/SRR3998008/SRR3998008_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/008/SRR3998008/SRR3998008_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3998008/SRR3998008_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/008/SRR3998008/SRR3998008_2.fastq.gz,,,,,,,6229731,66fa286cd416b255e12b89d82cd267a5,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3998008,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/008/SRR3998008,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/008/SRR3998008,M53,,2G9S7,,2017-12-01,SAMN05450013,SRS1600132,BioSample,SAMN05450013,SAHMRI,M53,10090,Mus musculus,house mouse,2G9S7,G3,C57BL/6J,SRS1600132,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G3-mouse19,Model organism or animal,2017-09-28,2017-09-28,
SRR3997891,SRP080894,SAMN05450062,SRS1600039,SRX1998650,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M102,,PAIRED,AMPLICON,GENOMIC,PCR,13635,8054981,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M102,4B9S9_S309_L001_R2_001.fastq.gz,1308746;2378859,3155b55f218714f374cc6a73bcea9161;c4cae42955db6c5d6d0d20e4ad6af7f7,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997891/SRR3997891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997891/SRR3997891_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3997891/SRR3997891_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3997891/SRR3997891_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997891/SRR3997891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3997891/SRR3997891_2.fastq.gz,,,,,,,4574497,5f1f7245ce986f5d0d74f1111cc8dac9,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997891,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/001/SRR3997891,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3997891,M102,,4B9S9,,2017-12-01,SAMN05450062,SRS1600039,BioSample,SAMN05450062,SAHMRI,M102,10090,Mus musculus,house mouse,4B9S9,AF2,C57BL/6J,SRS1600039,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,AF2-mouse21,Model organism or animal,2017-09-28,2017-09-28,
SRR3998010,SRP080894,SAMN05450015,SRS1600134,SRX1998745,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M55,,PAIRED,AMPLICON,GENOMIC,PCR,14513,8620856,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M55,2G11S7_S179_L001_R1_001.fastq.gz,1737632;2776696,7a925b7745f539ba601b2b10cd27c3ef;55c10e304beb2ea44807bcf750ed94dc,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998010/SRR3998010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998010/SRR3998010_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3998010/SRR3998010_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3998010/SRR3998010_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998010/SRR3998010_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998010/SRR3998010_2.fastq.gz,,,,,,,5458423,9dd0ed8def45ddf8e3fb9e616e2c1560,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3998010,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/000/SRR3998010,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3998010,M55,,2G11S7,,2017-12-01,SAMN05450015,SRS1600134,BioSample,SAMN05450015,SAHMRI,M55,10090,Mus musculus,house mouse,2G11S7,G3,C57BL/6J,SRS1600134,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,Adult,G3-mouse21,Model organism or animal,2017-09-28,2017-09-28,
SRR3997893,SRP080894,SAMN05506929,SRS1600041,SRX1998652,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV2_4w,,PAIRED,AMPLICON,GENOMIC,PCR,9414,5532805,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV2_4w,3E2S9_S242_L001_R2_001.fastq.gz,795110;1504399,0a7fd94cf7f5d457ea24a4a028aa9266;084c64914c1b80d716a5b3b2f316dd02,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997893/SRR3997893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997893/SRR3997893_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997893/SRR3997893_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3997893/SRR3997893_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997893/SRR3997893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3997893/SRR3997893_2.fastq.gz,,,,,,,3084954,f7f61d876e142ac5d49fbc3680ff4b40,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997893,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3997893,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3997893,MV2_4w,,3E2S9,,2017-12-01,SAMN05506929,SRS1600041,BioSample,SAMN05506929,SAHMRI,MV2_4w,10090,Mus musculus,house mouse,3E2S9,4w,C57BL/6J,SRS1600041,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,,4w-mouse2,Model organism or animal,2017-09-28,2017-09-28,4wks
SRR3998020,SRP080894,SAMN05450024,SRS1600144,SRX1998755,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M64,,PAIRED,AMPLICON,GENOMIC,PCR,11271,6652791,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M64,4C2S9_S314_L001_R2_001.fastq.gz,951844;1792106,10785a8bd315c2a6f13f858a7d573434;a3560fc98f8ce5dcbb416c6718ffc5a2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998020/SRR3998020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998020/SRR3998020_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3998020/SRR3998020_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/000/SRR3998020/SRR3998020_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998020/SRR3998020_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3998020/SRR3998020_2.fastq.gz,,,,,,,3674636,a2c9372b3331f9865e9186f3743b4bb9,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3998020,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/000/SRR3998020,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/000/SRR3998020,M64,,4C2S9,,2017-12-01,SAMN05450024,SRS1600144,BioSample,SAMN05450024,SAHMRI,M64,10090,Mus musculus,house mouse,4C2S9,G6,C57BL/6J,SRS1600144,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G6-mouse5,Model organism or animal,2017-09-28,2017-09-28,
SRR3997894,SRP080894,SAMN05506930,SRS1600042,SRX1998653,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV3_4w,,PAIRED,AMPLICON,GENOMIC,PCR,20757,12227205,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV3_4w,3E3S9_S243_L001_R2_001.fastq.gz,1804780;3397223,904340100328a4cb9c231804dd7b05e9;76d8dd8b6527632960db46ed3cbf090c,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997894/SRR3997894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997894/SRR3997894_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3997894/SRR3997894_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/004/SRR3997894/SRR3997894_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997894/SRR3997894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/004/SRR3997894/SRR3997894_2.fastq.gz,,,,,,,6706756,52451c5f913fbb3490a562eb352d8dca,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997894,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/004/SRR3997894,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/004/SRR3997894,MV3_4w,,3E3S9,,2017-12-01,SAMN05506930,SRS1600042,BioSample,SAMN05506930,SAHMRI,MV3_4w,10090,Mus musculus,house mouse,3E3S9,4w,C57BL/6J,SRS1600042,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,,4w-mouse3,Model organism or animal,2017-09-28,2017-09-28,4wks
SRR3998021,SRP080894,SAMN05450025,SRS1600145,SRX1998756,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M65,,PAIRED,AMPLICON,GENOMIC,PCR,11547,6820712,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M65,4C3S9_S315_L001_R1_001.fastq.gz,1042712;1908266,95a53bb7ec1c5c4f25b4e6cc2b98e240;37cde677159ee1d387f629fde7ee3d8e,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998021/SRR3998021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998021/SRR3998021_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3998021/SRR3998021_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/001/SRR3998021/SRR3998021_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998021/SRR3998021_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3998021/SRR3998021_2.fastq.gz,,,,,,,3810845,919e7e9f7cd17935a3d9c9ee417da462,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3998021,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/001/SRR3998021,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/001/SRR3998021,M65,,4C3S9,,2017-12-01,SAMN05450025,SRS1600145,BioSample,SAMN05450025,SAHMRI,M65,10090,Mus musculus,house mouse,4C3S9,G6,C57BL/6J,SRS1600145,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G6-mouse6,Model organism or animal,2017-09-28,2017-09-28,
SRR3997896,SRP080894,SAMN05506932,SRS1600044,SRX1998655,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,MV5_4w,,PAIRED,AMPLICON,GENOMIC,PCR,17531,10331309,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,MV5_4w,3E5S9_S245_L001_R2_001.fastq.gz,1449674;2760269,07ba09f8621ca889d039a409a1b5e33e;56f31958ca50564b2a8aa0bbb4117e54,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997896/SRR3997896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997896/SRR3997896_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3997896/SRR3997896_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/006/SRR3997896/SRR3997896_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997896/SRR3997896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/006/SRR3997896/SRR3997896_2.fastq.gz,,,,,,,5630278,6126d2baa20fc77a85ca195f27c6b759,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997896,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/006/SRR3997896,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/006/SRR3997896,MV5_4w,,3E5S9,,2017-12-01,SAMN05506932,SRS1600044,BioSample,SAMN05506932,SAHMRI,MV5_4w,10090,Mus musculus,house mouse,3E5S9,4w,C57BL/6J,SRS1600044,Model.organism.animal.1.0,Mus musculus,female,Faecal sample,,4w-mouse5,Model organism or animal,2017-09-28,2017-09-28,4wks
SRR3998023,SRP080894,SAMN05450027,SRS1600147,SRX1998758,PRJNA335681,SRA448258,10090,Mus musculus,ILLUMINA,Illumina MiSeq,M67,,PAIRED,AMPLICON,GENOMIC,PCR,9629,5688557,SUB1726421,2017-12-01,2017-12-01,Illumina MiSeq sequencing: 16S_ampliconseq of mus musculus: faecal sample,Faecal microbiota composition across different C57BL/6J inbred mice generations,PRJNA335681,M67,4C5S9_S317_L001_R2_001.fastq.gz,897007;1592137,27153285f02b5b86602c69f6ad2dd6e6;15cded7e39da9441ac5b1f623e1bd8c2,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998023/SRR3998023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998023/SRR3998023_2.fastq.gz,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3998023/SRR3998023_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR399/003/SRR3998023/SRR3998023_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998023/SRR3998023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/003/SRR3998023/SRR3998023_2.fastq.gz,,,,,,,3196504,46d0b5179274ec7122ceda6f9da42096,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3998023,fasp.sra.ebi.ac.uk:/vol1/srr/SRR399/003/SRR3998023,ftp.sra.ebi.ac.uk/vol1/srr/SRR399/003/SRR3998023,M67,,4C5S9,,2017-12-01,SAMN05450027,SRS1600147,BioSample,SAMN05450027,SAHMRI,M67,10090,Mus musculus,house mouse,4C5S9,G6,C57BL/6J,SRS1600147,Model.organism.animal.1.0,Mus musculus,male,Faecal sample,Adult,G6-mouse8,Model organism or animal,2017-09-28,2017-09-28,
